product_code,product_name,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,brand_name,maker,origin,price_1,price_2,price_3,evaluation_score,comment_count
12471100,[하이랜드푸드]LA갈비 원육 2kg + 2kg 총 4kg,홈,TV쇼핑,식품/건강식품,,,,,,,,하이랜드푸드,산하물산,뉴질랜드,"105,000","104,000","98,800",96,4926
1132341105,[르샵]패딩/코드 둘도없는 파격가 구매찬스! 추운겨울에도 스타일리쉬하게!,홈,여성의류,아우터/베스트/가죽/모피,코트,알파카/모직코트,,,,,,,,,,"32,000",,,32
1131204602,[리복(REEBOK)-]런닝화/아동화外 18종 택1,홈,롯데아울렛,스포츠/아웃도어,스포츠 슈즈,스포츠/기능화,워킹화/런닝화,,,,,,,,"15,000","14,250",,,223
12503713,[라뮤리나 바이 장형철]장형철 컬렉션 울블렌디드 코트,홈,TV쇼핑,여성의류,,,,,,,,라뮤리나 바이 장형철,디피앤케이OEM,중국,"87,000","86,000","81,700",,1536
1130529823,[설화수][설]자음 기초 2종(+1만원 상품권+9종+쇼핑백)세트,홈,롯데백화점,명품화장품,세트,스킨케어세트,스킨로션세트,,,,,설화수,㈜아모레퍼시픽,한국,"120,000",,"114,000",,678
12500305,[존쿡델리미트 바베큐]존쿡델리미트 학센 3종세트,홈,TV쇼핑,식품/건강식품,,,,,,,,존쿡델리미트 바베큐,에쓰푸드(주),한국,"99,000","98,000","93,100",95,3353
12503068,[예쎄]예쎄 Pre-Spring 구스 경량 다운 코트,홈,TV쇼핑,여성의류,,,,,,,,예쎄,제이에스컴퍼니,중국,"69,000","68,000","64,600",,1197
1132122975,[르크루제]설날 음식준비&GIFT찬스!(무쇠냄비/스톤웨어/그릴外),홈,주방,조리기구,더키친갤러리관,명품브랜드관,냄비,양수냄비,,,,,,,"26,000","23,920",,,260
12493530,[디디에 파라키앙]DIDIER PARAKIAN 디디에 파라키앙 경량다운,홈,TV쇼핑,여성의류,,,,,,,,디디에 파라키앙,단동호흥무역유한공사,중국,"79,000","78,000","74,100",,2051
12503965,[청정에][2016 설]청정에 사과4kg + 배5kg 세트,홈,TV쇼핑,식품/건강식품,,,,,,,,청정에,대신영농조합법인,한국,"43,900","42,900","40,750",96,1485
1132292121,[과일선물세트] 설 과일선물세트 대전,홈,신선식품,과일/농산물,과일,사과,,,,,,,,,,"45,900",,,3837
12504322,판매불가 상품,,,,,,,,,,,,,,,,,,
12495623,[컬처콜(CULTURE CALL)-][컬처콜] 울혼방 아웃 포켓 롱 코트,홈,TV쇼핑,여성의류,,,,,,,,컬처콜(CULTURE CALL)-,대명통상,한국,"79,000","78,000","74,100",,976
1132108713,[JJ지고트/라인外] 놓치면 후회할! 아우터 최종가 코트/다운外 30종 택1,홈,롯데백화점,영캐주얼,가죽/모피,가죽점퍼/재킷/코트,인조,,,,,,,,"40,000","36,000",,,280
12501804,[메쎄(MESSE)]메쎄 데일리부츠 II,홈,TV쇼핑,패션잡화,,,,,,,,메쎄(MESSE),유리미디어,한국,"59,000","58,000","55,100",,1254
12504229,판매불가 상품,,,,,,,,,,,,,,,,,,
1132656328,[앨빈클로/크루클린]알차게모았다!베스트 맨투맨/후드 外 묶음 택1,홈,캐주얼의류,티셔츠,긴팔,라운드,,,,,,,,,"16,900","15,210",,,1923
12462814,[씨티지(CITY GEE)]씨티지 라쿤스킨 워머,홈,TV쇼핑,여성의류,,,,,,,,씨티지(CITY GEE),온돌레더패션,한국,"79,000","78,000","74,100",,6595
12504015,[삼진어묵]삼진어묵 어묵고로케+간식어묵+요리어묵 세트,홈,TV쇼핑,식품/건강식품,,,,,,,,삼진어묵,삼진식품,한국,"49,900","48,900","46,450",97,1272
1132100050,[라코스테(LACOSTE)]스웨터/가디건/아우터 14종택1,홈,남성의류,니트/가디건/조끼,니트,카라 풀오버(full-over),,,,,,,,,,"67,500",,,52
1132343581,[조르쥬레쉬]경량다운/코트 택1,홈,TV쇼핑,언더웨어,,,,,,,,,,,,"29,000",,,687
12493145,[씨티지(CITY GEE)]CityGee 씨티지 알파카 혼방 폭스 베스트,홈,TV쇼핑,여성의류,,,,,,,,씨티지(CITY GEE),온돌레더패션,한국,"178,000","177,000","168,150",,2327
12490621,[테팔(TEFAL)][3만원세일]테팔 레드프로 후라이팬 5종 세트+조리도구4종,홈,TV쇼핑,주방,,,,,,,,테팔(TEFAL),테팔,프랑스,"119,000","113,000","107,350",,1635
12504402,[청정에][2016설]청정에 미시마부사4kg + 배5kg 세트,홈,TV쇼핑,식품/건강식품,,,,,,,,청정에,대신영농조합법인,한국,"43,900","42,900","40,750",96,1169
12504002,"[아가타(AGATHA)][AGATHA] 아가타 리터닝 파운데이션 (본품 9g×2, 리필 9g×3) + 아가타 립크레용 3개 + 아가타 아이크레용 3개 + 아가타 세럼 100ml",홈,TV쇼핑,화장품/이미용,,,,,,,,아가타(AGATHA),(주)코스온,한국,"79,900","78,900","74,950",,14823
12500433,판매불가 상품,,,,,,,,,,,,,,,,,,
12479601,[룰루 까스따네뜨]룰루까스타네뜨 루나 위빙 3종,홈,TV쇼핑,패션잡화,,,,,,,,룰루 까스따네뜨,진성,중국,"79,000","78,000","74,100",,1362
12491073,[천년다랑]천년다랑 보리굴비 10미+굴비볶음고추장 160g,홈,TV쇼핑,식품/건강식품,,,,,,,,천년다랑,영산해다올영어조합법인,한국,"99,000","98,000","93,100",92,1231
12475662,[돌][YELLOW]Dole 후룻 & 넛츠 80봉 + 30봉 총 110봉,홈,롯데아이몰,홈쇼핑 방송상품,,,,,,,,돌,씨앤푸드,한국,"59,900","58,900","55,950",98,10993
12495015,[동트는 농가]동트는농가 청국장 (8팩) 24인분 + 콩탕 (4팩) 12인분 + 5년 숙성 된장 450g * 1통 + 약콩고추장 450g 1통,홈,TV쇼핑,식품/건강식품,,,,,,,,동트는 농가,동트는 농가 영농조합법인,한국,"70,900","69,900","66,400",97,2935
12494115,[카시바디]카시바디 폭스콤비 렉스 베스트,홈,TV쇼핑,여성의류,,,,,,,,카시바디,신영유한회사,중국,"208,000","205,960","195,660",,1851
12503901,[다이슨(DYSON)]다이슨 DC45,홈,TV쇼핑,가전,,,,,,,,다이슨(DYSON),VS Industry for Dyson Ltd. England,말레이시아,"498,000","447,000","424,650",,554
12503064,[다니엘 에스떼]DANIEL HECHTER 다니엘 에스떼 울 캐시미어 블랜디드 슬릿 니트코트,홈,TV쇼핑,여성의류,,,,,,,,다니엘 에스떼,GS 컴퍼니,한국,"79,000","78,000","74,100",,630
12493858,[몽타규][MONTAGUT] 몽타규 알파카 혼방 니트코트,홈,TV쇼핑,여성의류,,,,,,,,몽타규,지엠글로벌마케팅,중국,"59,000","58,000","55,100",,3702
12503662,[내츄럴팜21]내추럴팜21 서귀포농협 한라봉2kg+2kg+천혜향2kg,홈,TV쇼핑,식품/건강식품,,,,,,,,내츄럴팜21,서귀포농협,한국,"45,900","44,900","42,650",94,1926
12503960,[장길영사과][2016 설]장길영 비타칼슘사과 4kg + 배 5kg 프리미엄세트,홈,TV쇼핑,식품/건강식품,,,,,,,,장길영사과,한우리영농조합법인,한국,"54,900","53,900","51,200",95,958
1122635570,[뉴발란스]뉴발란스 인기절정의 네오 클래식 패트롤 다운 3종 택일,홈,스포츠패션/슈즈,스포츠의류,남성의류,자켓/점퍼/다운/패딩,,,,,,뉴발란스,뉴발란스,베트남,"159,000","149,460","141,990",,297
12503720,[웜앤나우]웜앤나우 울블렌디드 스프링 니트코트,홈,TV쇼핑,여성의류,,,,,,,,웜앤나우,(주)한스갤러리,한국,"49,000","48,000","45,600",,1387
12497676,[메쎄(MESSE)]메쎄 리얼소가죽 슬립온부츠,홈,TV쇼핑,패션잡화,,,,,,,,메쎄(MESSE),(주)유리미디어,한국,"39,000","38,000","36,100",,702
12499644,[다니엘 에스떼]DANIEL HECHTER 다니엘에스떼 어번 트래블러 다운코트,홈,TV쇼핑,여성의류,,,,,,,,다니엘 에스떼,YINDI CLOTHING,중국,"49,000","48,000","45,600",,769
12503899,[내츄럴팜21]내추럴팜21 서귀포농협 한라봉2kg*3,홈,TV쇼핑,식품/건강식품,,,,,,,,내츄럴팜21,서귀포농협,한국,"40,900","39,900","37,900",94,942
12499899,[바레베르데][바레베르데][여성] 컴포트 방한 퍼부츠 1종,홈,TV쇼핑,스포츠레저,,,,,,,,바레베르데,(주)금강,한국,"49,000","48,000","45,600",,784
1101594009,[올리비에스클로젯]pick me pick me! 봄신상! WEEKLY 인기 아이템만 모아서!,홈,여성의류,상의류,티셔츠,기본무지티셔츠,,,,,,,,,,"7,900",,,47
1133682869,인기슈즈브랜드 역마진! 파격가 모음전! 스티브매든/나인웨스트/오브엠/라마르뜨 外,홈,,,,,,,,,,,,,,"19,000",,,6127
1132292116,[리베레츠]Os프라우덴 롱구스다운(경량),홈,트렌드패션,아우터,오가게 전문관,코트,패딩코트,,,,,리베레츠,(주)올리비에홀딩스,베트남,"45,900",,"43,600",,135
12498116,[엔비랍스터]자이언트킹 랍스터 점보1+골든2 (총 2.1kg이상) + 랍스터 크래커,홈,TV쇼핑,식품/건강식품,,,,,,,,엔비랍스터,(주) 하이넷씨푸드,캐나다,"99,900","98,900","93,950",93,2263
1091345460,싱크대 허리쿠션 코시라쿠/허리보호대/허리쿠션/물튀김방지/싱크대쿠션/키친쿠션,홈,생활용품/홈데코/리빙,매트/발판/생활잡화,친환경전문관,일본수입소품,생활용품,,,,,,알펙스사,일본,"29,200",,"27,740",,4
12496755,[다니엘 에스떼]DANIEL HECHTER 다니엘에스떼 폭스 풀스킨 콤비 롱 다운코트,홈,TV쇼핑,여성의류,,,,,,,,다니엘 에스떼,YINDI CLOTHING,중국,"158,000","157,000","149,150",,682
12502374,[천년다랑]천년다랑 특장대 영광굴비 40미+굴비볶음고추장160g,홈,TV쇼핑,식품/건강식품,,,,,,,,천년다랑,영산해다올영어조합법인,한국,"69,900","68,900","65,450",95,1228
12485791,[해피콜][NEW]해피콜 플라즈마 IH 프라이팬 세트 + IH 인덕션레인지,홈,TV쇼핑,주방,,,,,,,,해피콜,주식회사 해피콜,한국,"169,000","158,000","150,100",,2539
1122566186,[SODA] 소다外 수입화대전! 앵클부츠/퍼부츠 대전!,홈,패션슈즈,여성화,디자이너슈즈몰,부츠,롱부츠,,,,,,,,,"109,000",,,50
12502642,[르꼴레뜨(LE-COLETTE)-]le-colette 르꼴레뜨 니트 티셔츠5종 SET,홈,TV쇼핑,여성의류,,,,,,,,르꼴레뜨(LE-COLETTE)-,동아컬렉션,한국,"49,000","48,000","45,600",,1464
12497879,[쉐펠][쉐펠][남성]네오스트레치 다운점퍼,홈,TV쇼핑,스포츠레저,,,,,,,,쉐펠,이앤비 OEM,베트남,"79,000","78,000","74,100",,1854
12485971,[씨티지(CITY GEE)]CityGee 씨티지 소프트 소가죽 트렌치코트 1종,홈,TV쇼핑,여성의류,,,,,,,,씨티지(CITY GEE),온돌레더패션,한국,"328,000","325,360","309,090",,514
12502517,[이동수골프][LDS GOLF][여성] 겨울 벨티드롱 웜구스다운 코트 1종,홈,TV쇼핑,스포츠레저,,,,,,,,이동수골프,(주)이동수F&G;,베트남,"159,000","158,000","150,100",,189
12503862,[마레몬떼]마레몬떼 노블 컬렉션 바디쉐이퍼 서프라이즈 특가,홈,TV쇼핑,언더웨어,,,,,,,,마레몬떼,(주)다소곳,중국,"119,000","118,000","112,100",,285
12492944,[다니엘 에스떼]DANIEL HECHTER 다니엘 에스떼 네오플랜 하프코트,홈,TV쇼핑,여성의류,,,,,,,,다니엘 에스떼,YINDI CLOTHING,중국,"69,000","68,000","64,600",,745
12504012,"[아이오페(IOPE)][아이오페] NEW 모이스처 인텐스 바이탈라이징 스킨,에멀전 더블 패키지",홈,TV쇼핑,화장품/이미용,,,,,,,,아이오페(IOPE),(주)아모레퍼시픽,한국,"136,000","135,000","128,250",,952
12502985,[조르쥬 레쉬](단품) [GEORGES RECH] 조르쥬 레쉬 경량다운,홈,TV쇼핑,여성의류,,,,,,,,조르쥬 레쉬,우인복장,중국,"29,000",,"27,550",,593
12501973,"[이경제][NEW]이경제 더힘찬 녹용 시즌2 (60ml*30포*4박스, 4개월)",홈,TV쇼핑,식품/건강식품,,,,,,,,이경제,(주)뉴트리바이오텍,한국,"159,000","158,000","150,100",98,2595
12502882,[아메리칸투어리스터][아메리칸 투어리스터] New Elite-Pop Ⅱ여행가방 8종 세트,홈,TV쇼핑,패션잡화,,,,,,,,아메리칸투어리스터,쌤소나이트코리아(주),중국,"268,000","265,660","252,380",,685
1094215830,[코치(COACH)]코치/레베카밍코프/토리버치 최대45%SALE,홈,패션잡화,핸드백/가방,백팩,백팩,,,,,,,,,,"109,000",,,156
1132693827,판매불가 상품,,,,,,,,,,,,,,,,,,
12497903,[FLOR DE MAN][FLOR DE MAN] 플로르드망 블랙 원샷 클렌징 오일 310ml 3종 + 150ml 4종 + 무료체험분 2ml 2종,홈,TV쇼핑,화장품/이미용,,,,,,,,FLOR DE MAN,소망화장품,한국,"79,000","78,000","74,100",,3839
1109029947,[카밀][무료배송+쇼핑백+미니2개][카밀] 핸드크림 1+1 (택2),홈,미용/헤어/바디,부위/기능별관리,핸드/풋/립케어,핸드케어,,,,,,카밀,Burnus GmbH.,독일,"9,600",,"9,120",,637
12497880,[쉐펠][쉐펠][여성]네오스트레치 다운점퍼,홈,TV쇼핑,스포츠레저,,,,,,,,쉐펠,이앤비 OEM,베트남,"79,000","78,000","74,100",,1179
12501955,[조르쥬 레쉬][GEORGES RECH] 후드 탈부착 울 코트,홈,TV쇼핑,여성의류,,,,,,,,조르쥬 레쉬,우인복장,중국,"119,000","118,000","112,100",,649
12496779,[다니엘 에스떼]DANIEL HECHTER 다니엘에스떼 알파카 블랜디드 SURI COAT,홈,TV쇼핑,여성의류,,,,,,,,다니엘 에스떼,모던코리아,중국,"319,000","308,000","292,600",,853
12491219,[청도 반건시]청도반건시 20과세트* 2세트 + 감말랭이 150g*4팩 + 쇼핑백 2장,홈,TV쇼핑,식품/건강식품,,,,,,,,청도 반건시,청도반시가공유통조합,한국,"59,900","56,900","54,050",98,1116
12496556,판매불가 상품,,,,,,,,,,,,,,,,,,
12499943,"[비비엔다][하트베어, 트윙클, 북유럽벨리 택1] 비비엔다 범퍼침대 (특대형 160cm*110cm) + 낮잠이불세트, 누빔매트, 모빌대 증정",홈,TV쇼핑,도서/유아용품,,,,,,,,비비엔다,비비엔다,한국,"199,000","198,000","188,100",,2285
12470691,[씨티지(CITY GEE)]씨티지 후드 탈부착 이태리 양가죽 라이더 자켓,홈,,,,,,,,,,씨티지(CITY GEE),온돌레더패션,한국,"178,000","177,000","168,150",,2993
1132505213,[버니블루]스니커즈/슬립온 外 20종 택1,홈,패션슈즈,스니커즈/캐쥬얼화,디자이너슈즈몰,스니커즈,남성화,,,,,,,,,"6,500",,,483
12498535,[나무하나]나무하나 프리미엄 소가죽 하프 부츠,홈,TV쇼핑,패션잡화,,,,,,,,나무하나,(주)인터슈,한국,"199,000","198,000","188,100",,638
12500136,[MILLESIA ]밀레지아 La seduction,홈,TV쇼핑,언더웨어,,,,,,,,MILLESIA,ascott,중국,"179,000","160,200","152,190",,465
1133931067,[진도끌레베][진도끌레베] 모피 머플러/모자/베스트/자켓外 20종 택1,홈,롯데백화점,여성정장/모피,가죽/모피,가죽점퍼/재킷/코트,,,,,,,,,"23,000","19,550",,,334
1113694121,[시슬리&베네피트]최대82%할인 클러치&숄더백 外,홈,패션잡화,핸드백/가방,크로스백,크로스백,,,,,,,,,,"19,800",,,341
12502516,[이동수골프][LDS GOLF][남성] 겨울 프라우덴 웜구스다운 1종,홈,TV쇼핑,스포츠레저,,,,,,,,이동수골프,(주)이동수F&G;,베트남,"159,000","158,000","150,100",,264
12499720,[케이스위스(K-SWISS)][KSWISS][여성]15년 겨울 오리지널 다운점퍼 + 윈터수트2종 SET,홈,TV쇼핑,스포츠레저,,,,,,,,케이스위스(K-SWISS),에이치앤제이,베트남,"89,000",,"84,550",,190
12501931,[오브엠]오브엠 포시즌 슈즈,홈,TV쇼핑,패션잡화,,,,,,,,오브엠,에프앤씨,한국,"59,000","58,000","55,100",,1980
12475167,[룰루 까스따네뜨]룰루까스타네뜨 네오 블라썸 3종,홈,TV쇼핑,패션잡화,,,,,,,,룰루 까스따네뜨,금대피혁,중국,"77,000","76,000","72,200",,1868
12503898,[정품수산]제주 옥돔 10마리 세트,홈,TV쇼핑,식품/건강식품,,,,,,,,정품수산,정품수산,한국,"79,900","78,900","74,950",97,373
1113966591,[포트메리온_]포트메리온 보타닉가든&포모나 단품식기 모음전,홈,주방,식기/용기,더키친갤러리관,명품브랜드관,면기/볼,면기,,,,,,,,"19,900",,,481
1132087106,[지오다노]겨울 아우터 최.종.가! 단독! 봄까지 쭉 사랑할 항공점퍼/니트/팬츠外,홈,롯데백화점,진/유니섹스,점퍼,바람막이점퍼,,,,,,,,,"30,000","25,500",,,352
12501671,[에드워드권 스테이크][EK] 에드워드권 수비드 립아이 스테이크 150g X 10팩 + 소스 2종,홈,TV쇼핑,식품/건강식품,,,,,,,,에드워드권 스테이크,(주)미트뱅크,한국,"89,900","88,900","84,450",94,1279
1132119107,[슈즈10대브랜드]겨울슈즈최종가 21종택1,홈,패션슈즈,여성화,디자이너슈즈몰,부츠,롱부츠,,,,,,,,"5,900","5,600",,,1111
12503955,"[보테가베르데][BOTTEGA VERDE] 보테가베르데 안티에이징 크림 50ml x 2개, 롯데단독 특별 패키지",홈,TV쇼핑,화장품/이미용,,,,,,,,보테가베르데,Bottega Verde S.r.l,이탈리아,"89,000","88,000","83,600",,977
12502850,[몽타규][MONTAGUT] 몽타규 에쌍시엘 울 블렌디드 풀오버 3종세트,홈,TV쇼핑,여성의류,,,,,,,,몽타규,지엠글로벌마케팅,한국,"49,000","48,000","45,600",,548
1132744563,[리스트(LIST)]15 겨울 더블버튼 모직코트(TWHCF80140),홈,롯데백화점,여성캐주얼,코트,하프코트,,,,,,리스트(LIST),(주)인동에프엔,베트남,"99,000",,"94,050",,58
1132502627,[티렌러비] 캐시미어코트/다운점퍼 택1,홈,TV쇼핑,언더웨어,,,,,,,,,,,,"79,000",,,2134
12500468,[아니베에프]아니베F 울 블랜디드 핸드메이드 코트,홈,TV쇼핑,여성의류,,,,,,,,아니베에프,(주)새롬어패럴,중국,"119,000","118,000","112,100",,1152
1133953177,[온앤온.올리브데올리브.코인코즈]앞서가는 당신이라면 봄준비 START!,홈,롯데백화점,여성캐주얼,재킷,테일러드재킷,,,,,,,,,"39,000","33,900",,,73
1120688410,[에고이스트][에고이스트]겨울엔 이렇게! 리얼 겨울룩 완성!,홈,롯데백화점,여성캐주얼,셔츠/블라우스,데님 셔츠,,,,,,,,,"59,000","51,920",,,102
1129189861,[베스띠벨리/쉬즈미스] 원피스/패딩/코트外 30종 택1,홈,롯데백화점,여성정장/모피,베스트/가디건,패딩/다운베스트,,,,,,,,,,"20,000",,,253
1117867433,[빈폴키즈]BEST 책가방 / 백팩&보조가방SET 22종 택1,홈,U아동관,유아동의류/잡화,신발/가방/잡화,보리보리 전문관,유아동관☞키즈멤버쉽,가방류,학생가방,,,,,,"173,000","164,350",,,194
12493563,[보니스팍스]보니스팍스 벨크롭 니트+반폴라 니트 2종 세트,홈,TV쇼핑,여성의류,,,,,,,,보니스팍스,(주)커스,중국,"59,000","58,000","55,100",,979
12486658,[아너스]아너스 듀얼회전 물걸레 청소기,홈,TV쇼핑,가전,,,,,,,,아너스,아너스,한국,"159,000","148,000","140,600",,4247
1133469830,[덴비(DENBY)]덴비 헤리티지 홈세트(2인/4인/6인) & 인기단품 모음전,홈,주방,도자기브랜드,더키친갤러리관,명품브랜드관,덴비,헤리티지,,,,,,,,"11,000",,,301
12499090,[자이글]에코그릴 자이글 적외선 조리기(핸썸 그릴),홈,TV쇼핑,가전,,,,,,,,자이글,"Zhejiang Suncon Electric Appliance Co.,Ltd","Zhejiang Haowan Household Articles Co.,Ltd","189,000","170,550","162,020",,1451
12503841,[라뮤리나 바이 장형철]라뮤리나 바이 장형철 울블렌디드 컬렉션 팬츠 2종,홈,TV쇼핑,여성의류,,,,,,,,라뮤리나 바이 장형철,디피앤케이OEM,중국,"54,000","53,000","50,350",,421
12504008,[코렐(CORELLE)]코렐 프로방스 10인조 홈세트 36pcs + 코렐 정품 코디네이츠 수저 10인조세트,홈,TV쇼핑,주방,,,,,,,,코렐(CORELLE),월드키친,미국,"299,000","286,000","271,700",,354
12489257,[르꼴레뜨(LE-COLETTE)-]le-colette 르꼴레뜨 니팅 블라우스 7종,홈,TV쇼핑,여성의류,,,,,,,,르꼴레뜨(LE-COLETTE)-,동아컬렉션,한국,"49,000","48,000","45,600",,5093
12504065,[벨라짜][Belleza] 벨라짜 14K 천연스피넬 이니셜 목걸이 세트,홈,TV쇼핑,명품/쥬얼리,,,,,,,,벨라짜,벨라짜,한국,"199,000","198,000","188,100",,149
12497653,[오브엠]오브엠 가죽 레이어드 앵클부츠,홈,TV쇼핑,패션잡화,,,,,,,,오브엠,에프앤씨,한국,"77,000","76,000","72,200",,450
12493785,[페스포우][페스포우] 여성 도버 풀스킨라쿤퍼 다운파카 (DOVER PARKA),홈,TV쇼핑,남성의류,,,,,,,,페스포우,SB WINNERS,베트남,"148,000","147,000","139,650",,1241
12503725,[조르쥬 레쉬]GEORGES RECH 조르쥬 레쉬 4차 브라팬티 14종,홈,TV쇼핑,언더웨어,,,,,,,,조르쥬 레쉬,(주)이너플랜,필리핀,"119,000","118,000","112,100",,153
1132083053,[에고이스트][에고이스트]더 이상 파격특가는 없다! 겨울ITEM 최종가!!,홈,롯데백화점,여성캐주얼,티셔츠,롱티셔츠,,,,,,,,,"19,000","17,100",,,116
1133408135,[닥스키즈]신학기 책가방세트/실내화 20종 택 1,홈,U아동관,롯데백화점 아동의류/잡화,신발/가방/잡화,책가방세트,,,,,,,,,"42,000","37,800",,,285
12502838,[리엔제]리엔제 컴포트스킨 브라팬티 15종 패키지,홈,TV쇼핑,언더웨어,,,,,,,,리엔제,동경모드 OEM,중국/인도네시아,"89,000","88,000","83,600",,461
12498646,[케아][케아][여성] 천연소가죽 첼시기모부츠 1종,홈,TV쇼핑,스포츠레저,,,,,,,,케아,㈜이에스브이,한국,"59,000","58,000","55,100",,2691
12502995,[아디다스 언더웨어]아디다스 남성 심리스 드로즈 패키지 7종 + 랜덤1종,홈,,,,,,,,,,아디다스 언더웨어,코웰패션주식회사,중국,"99,000","98,000","93,100",,819
1132491611,[로즈버드by비비안/시크릿비비] 볼륨키퍼/몰드 브라/팬티外 스타일 택1,홈,언더웨어,여성언더웨어,브라팬티세트,몰드/볼륨업세트,,,,,,,,,"4,400","4,180",,,423
12501933,[티렌러비]* Thyren Lovee 티렌러비 캐시미어혼방 코트,홈,TV쇼핑,여성의류,,,,,,,,티렌러비,이맥스플러스,중국,"79,000",,"75,050",,379
1134069641,[아르티코][아르티코] 아우터 2종 택1,홈,TV쇼핑,여성의류,,,,,,,,,,,,"79,000",,,2200
1131465444,[지방시]최대 73% OFF! DVF/지방시 外 명품 선글라스 역시즌 세일,홈,수입명품,선글라스/안경테,선글라스,,,,,,,,,,,"39,900",,,83
1127967061,[농협안심한우]1등급 등심 /갈비 선물세트,홈,신선식품,축산물,한우,농협한우,,,,,,,,,,"132,000",,,580
12491137,[페스포우][페스포우] 남성 더비 파카 (DERBY PARKA),홈,TV쇼핑,남성의류,,,,,,,,페스포우,ODITZ,베트남,"78,000","77,000",,,426
12483561,[더 리안뉴욕][더 리안뉴욕] 피아나 후드 렉스베스트,홈,TV쇼핑,여성의류,,,,,,,,더 리안뉴욕,노스퍼,중국,"198,000","197,000","187,150",,1989
1132523564,"[패션지오][패션지오] 인기아이템! 기본만 모아서 10종택1 19,800원이상 무료배송찬스!",홈,여성의류,미시/마담/홈쇼핑브랜드,홈쇼핑 앵콜상품,자켓/점퍼/코트,,,,,,,,,,"19,800",,,157
12503997,[볼륨 펌프][Volume Pump] 볼륨펌프 헤어뽕 (L Size * 2ea + M Size * 1ea + S Size * 1ea) X 완벽 트리플 3세트 + 칼블럭 6종 세트,홈,TV쇼핑,화장품/이미용,,,,,,,,볼륨 펌프,JU HANG JIA  FA,중국,"69,900","68,900","65,450",,1440
1132015912,[기타]겨울 마지막물량 기모등산팬츠/트레이닝바지 시즌종가,홈,등산/캠핑/자동차,등산복/등산화/배낭,남성등산의류,바지,,,,,,기타,제이에스통상,중국OEM,"7,900",,"7,200",,12
1132729687,에스티로더/SK-II 外 명품화장품 설 선물세트,홈,롯데백화점,명품화장품,세트,스킨케어세트,선케어세트,,,,,,,,"40,000","38,000",,,515
1132138518,퀄리티 좋은 레노마 박보검이 선택한 TI포맨 알차고 핫한신상 파격가찬스!,홈,롯데백화점,남성캐릭터정장, 정장세트,원버튼정장,그레이,,,,,,,,"59,000","50,150",,,82
1131202407,[힐링큐]힐링Q 어깨안마기 5종,홈,건강/실버용품,안마의자/안마기/렌탈,실버클리닉365,안마기/마사지기,어깨/목안마기,,,,,,,,,"59,000",,,33
1100689028,"[핀란디아]원목 이층침대&식탁모음전/식탁구매시, 유리증정/레이침대구매시, 텐트,가드쿠션증정",홈,학생/주방/수납/디자인가구,식탁/주방수납,대리석식탁,4인식탁세트,,,,,,,,,"557,700","510,000",,,187
12498594,[그렉노먼][그렉노먼][여성] 15년 겨울 화이트구스 마스터다운 1종,홈,TV쇼핑,스포츠레저,,,,,,,,그렉노먼,정도엔텍OEM,미얀마,"179,000","178,000","169,100",,506
12503993,[네오플램]네오플램 레트로 쥬얼 냄비세트 7종 (18cm 편수+22cm 양수+22cm 전골+26cm 곰솥+26cm 그릴+26cm 웍/유리뚜껑),홈,TV쇼핑,주방,,,,,,,,네오플램,네오플램,한국,"199,000","188,000","178,600",,225
1132284106,[올리비아로렌]수애도 입었다! 롯데아이몰 단독특가 ★ 인기아이템 30 종택1,홈,여성의류,아우터/베스트/가죽/모피,코트,코트,,,,,,,,,"57,300","51,570",,,47
12497693,[천재교육]천재교육 돌잡이 풀 패키지 (전83종/세이펜 포함),홈,TV쇼핑,도서/유아용품,,,,,,,,천재교육,천재교육,중국,"300,000","299,000","284,050",,5833
12499092,[에드워드권][EK]에드워드권 훈제연어 샐러드8팩+스테이크3팩+소스2병,홈,TV쇼핑,식품/건강식품,,,,,,,,에드워드권,(주)유진수산,한국,"59,900","58,900","55,950",97,2233
12503904,[얼트루][얼트루] 더 트루 리치크림 하이드로겔 마스크 역대 최다패키지,홈,TV쇼핑,화장품/이미용,,,,,,,,얼트루,이미인,한국,"99,000","98,000","93,100",,818
12503990,[가비노][GAVINO] 10mm 리얼양식진주 목걸이 세트,홈,TV쇼핑,명품/쥬얼리,,,,,,,,가비노,길상,한국,"299,000","296,510","281,680",,150
12503986,"[센스맘 아이러브][성동일, 혜리의 EYE CARE PROJECT]센스맘 아이러브 눈마사지기(KS-3700)",홈,TV쇼핑,생활/건강,,,,,,,,센스맘 아이러브,중국 OEM,중국,"198,000","187,000","177,650",,86
12499808,[다도센스][DADOSENS] 다도센스 익스트로덤 스킨밤 200ml*3종 + 익스트로덤 인텐시브크림 50ml*1종 + 무료체험분 2매,홈,TV쇼핑,화장품/이미용,,,,,,,,다도센스,DADO-cosmed GmbH.,독일,"89,000","88,000","83,600",,9157
12503930,[장길영사과][2016 설] 장길영 사과 4kg + 배 5kg 프리미엄 선물세트,홈,TV쇼핑,식품/건강식품,,,,,,,,장길영사과,한우리영농조합법인,한국,"42,900","41,900","39,800",94,881
1131507718,[조이너스][조이너스] 옷장 속 고퀄리티 베스트 아이템 30종 택1,홈,여성의류,아우터/베스트/가죽/모피,자켓,숏자켓,,,,,,,,,,"9,900",,,104
